Title,Composer,Difficulty,Reading,Max Position,Era,status,source,pdf_path,token_path,gp_path,scorehash,xml_path,file_path
Pericon,Agustin Barrios Mangore,13,7,XIII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Pericon by Agustin Barrios Mangore.pdf,,,,,
Peruvian Waltz,Carol van Feggelen,8,5,V,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Waltz No 3 by Ludwig Van Beethoven.pdf,,,,,
Petite Piece,Wolfgang Amadeus Mozart,4,2,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Petite Piece in C by Wolfgang Amadeus Mozart.pdf,,,,,
Petites Pieces Intimes: 5. La Petite Allemande aux Yeux Noirs,Francis Kleynjans,4,2,IV,Modern,found,dada_gp,,"datasets/DadaGP-v1.1/C/Cabrel, Francis/Cabrel, Francis - Petite Marie (5).gp3.tokens.txt","datasets/DadaGP-v1.1/C/Cabrel, Francis/Cabrel, Francis - Petite Marie (5).gp3",,,
Pezzo Tedesco,Anonymous,3,2,I,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Pezzo Tedesco by Anonymous.pdf,,,,,
Pictures at an Exhibition: II. Il vecchio castello,Modest Mussorgsky,17,8,All,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Il Vecchio Castello by Modest Moussorgski.zip,,,,,
Pictures at an Exhibition: Promenade (Pg. 11),Modest Mussorgsky,18,9,All,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Promenade by Modest Moussorgski.pdf,,,,,
Pictures at an Exhibition: V. Ballet of the Little Chickens,Modest Mussorgsky,16,9,All,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Ballet Of The Little Chickens by Modest Moussorgski.pdf,,,,,
Pictures at an Exhibition: VII. A Market Place in Limoges,Modest Mussorgsky,15,9,All,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Market At Limoges by Modest Mussorgsky.pdf,,,,,
Pictures at an Exhibition: X.  The Bohatyr Gate of Kiev,Modest Mussorgsky,15,8,All,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/The Great Gate At Kiev by Modest Moussorgski.zip,,,,,
Pieza Sin Titulo No. 3,Leo Brouwer,10,7,XII,Modern,found,dada_gp,,"datasets/DadaGP-v1.1/B/Brouwer, Leo/Brower, Leo - Estudios Sencillos - III.gp3.tokens.txt","datasets/DadaGP-v1.1/B/Brouwer, Leo/Brower, Leo - Estudios Sencillos - III.gp3",,,
Poco Allegretto,Ferdinando Carulli,1,1,I,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 211 No 10 Poco Allegretto by Ferdinando Carulli.pdf,,,,,
Prelude,Francisco Tarrega,7,5,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Prelude in D Minor by Francisco Tarrega.pdf,,,,,gaps_v1/musicxml/Prelude 2 in A Minor by Francisco Tarrega.xml
Prelude,J.S. Bach,9,5,VII,Baroque,found,dada_gp,,"datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - C Minor Prelude.gp3.tokens.txt","datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - C Minor Prelude.gp3",,,
"Prelude (from Suite #1 for Violoncello, BWV 1007)",J.S. Bach,6,4,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV1007 Prelude by Johann Sebastian Bach.pdf,,,,,
Prelude 1,Francisco Tarrega,4,5,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Prelude 1 in D Minor by Francisco Tarrega.pdf,,,,,
Prelude 2,Francisco Tarrega,7,6,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Prelude 2 in A Minor by Francisco Tarrega.pdf,,,,,gaps_v1/musicxml/Prelude 2 in A Minor by Francisco Tarrega.xml
Prelude 3,Francisco Tarrega,8,4,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Prelude 3 in G by Francsico Tarrega.pdf,,,,,
Prelude and Allegro,Santiago de Murcia,5,2,V,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Prelude and Allegro by Santiago de Murcia.pdf,,,,,
Prelude from Cello Suite No. 1,J. S. Bach,8,4,VII,Baroque,found,dada_gp,,"datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Prelude In E From 4th Lute Suite.gp4.tokens.txt","datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Prelude In E From 4th Lute Suite.gp4",,,
Prelude No. 13,Francisco Tarrega,6,6,XI,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Prelude 13 in D by Francisco Tarrega.pdf,,,,,
Prelude No. 4,Francisco Tarrega,8,6,XII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Prelude 4 in E by Francisco Tarrega.pdf,,,,,
Prelude No. 6 (Well-Tempered Clavier book 1),J.S. Bach,14,6,All,Baroque,found,dada_gp,,"datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - C Prelude From The Well-Tempered Clavier.gp3.tokens.txt","datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - C Prelude From The Well-Tempered Clavier.gp3",,,
"Prelude no. 9, TI i-4",Francisco Tarrega,9,7,XII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Prelude 9 in A by Francisco Tarrega.pdf,,,,,
"Prelude No. I (Well-Tempered Clavier, book 1)",J.S. Bach,11,5,V,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 998 Prelude 1 v2 by Johann Sebastian Bach.pdf,,,,,
Prelude Opus 28 No. 20,Frederic Chopin,10,7,IX,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 28 No 20 in C Minor by Frederic Chopin.pdf,,,,,
"Prelude, BWV 999",J.S. Bach,7,4,IX,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV999 Prelude in D minor by Johann Sebastian Bach.pdf,,,,,
"Prelude, BWV 999",J.S. Bach,7,5,IX,Baroque,found,dada_gp,,"datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Prelude - Bwv 999.gp4.tokens.txt","datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Prelude - Bwv 999.gp4",,,
"Prelude, BWV 999",J.S. Bach,7,4,IX,Baroque,found,gaps,,,,341wc,datasets/gaps_v1/readable_musicxml/Johann Sebastian Bach - BWV999 Prelude in D minor.xml,
"Prelude, Op. 28 no. 7",Frederic Chopin,3,3,VII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 28 No 7 Prelude by Frederic Chopin.pdf,,,,,
"Prelude, TI i-6",Francisco Tarrega,8,6,All,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Prelude 6 in B Minor by Francisco Tarrega.pdf,,,,,
Prelude; Op. 28 no. 6,Frederic Chopin,10,7,VII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 28 No 6 Prelude by Frederic Chopin.pdf,,,,,
Preludio en Do Menor,Agustin Barrios Mandore,10,7,VIII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/barrios-preludio-en-do.pdf,,,,,
Preludio No. 1,Francisco Tarrega,6,5,X,Romantic,found,dada_gp,,"datasets/DadaGP-v1.1/T/Tarrega, Francisco/Tarrega, Francisco - Preludio 1.gp3.tokens.txt","datasets/DadaGP-v1.1/T/Tarrega, Francisco/Tarrega, Francisco - Preludio 1.gp3",,,
"Preludio, Op. 5 no. 1",Agustin Barrios Mandore,11,7,XII,Romantic,found,dada_gp,,"datasets/DadaGP-v1.1/B/Barrios, Agustin/Barrios, Agustin - PrClude Op 5, No 1.gp3.tokens.txt","datasets/DadaGP-v1.1/B/Barrios, Agustin/Barrios, Agustin - PrClude Op 5, No 1.gp3",,,
Preludium,John Dowland,11,8,I,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/dowland-preludium.pdf,,,,,
Primavera Portena (Tango),Astor Piazzolla,14,8,XII,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Primavera Portena by Astor Piazzolla.pdf,,,,,
Queen Elizabeth's Galliard,John Dowland,8,5,V,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Queen Elizabeths Galliard by John Dowland.pdf,,,,,
Queen Elizabeth's Galliard,John Dowland,7,5,VII,Renaissance,found,dada_gp,,"datasets/DadaGP-v1.1/D/Dowland, John/Dowland, John - Queen Elizabeth's Galliard.gp4.tokens.txt","datasets/DadaGP-v1.1/D/Dowland, John/Dowland, John - Queen Elizabeth's Galliard.gp4",,,
Rafaga,Joaquin Turina,12,6,All,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Rafaga by Joaquin Turina.pdf,,,,,
Recuerdos de la Alhambra,Francisco Tarrega,12,7,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Recuerdos de la Alhambra by Francisco Tarrega.pdf,,,,,
Recuerdos de la Alhambra,Francisco Tarrega,12,7,X,Romantic,found,dada_gp,,"datasets/DadaGP-v1.1/T/Tarrega, Francisco/Tarrega, Francisco - Recuerdos De La Alhambra (2).gp4.tokens.txt","datasets/DadaGP-v1.1/T/Tarrega, Francisco/Tarrega, Francisco - Recuerdos De La Alhambra (2).gp4",,,
Recuerdos de la Alhambra,Francisco Tarrega,12,6,X,Romantic,found,dada_gp,,"datasets/DadaGP-v1.1/T/Tarrega, Francisco/Tarrega, Francisco - Recuerdos De La Alhambra (3).gp3.tokens.txt","datasets/DadaGP-v1.1/T/Tarrega, Francisco/Tarrega, Francisco - Recuerdos De La Alhambra (3).gp3",,,
Recuerdos de la Alhambra,Francisco Tarrega,12,7,X,Romantic,found,dada_gp,,"datasets/DadaGP-v1.1/T/Tarrega, Francisco/Tarrega, Francisco - Recuerdos de la Alhambra.gp3.tokens.txt","datasets/DadaGP-v1.1/T/Tarrega, Francisco/Tarrega, Francisco - Recuerdos de la Alhambra.gp3",,,
Registro (Prelude),Antonio Lauro,10,6,IX,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Registro by Antonio Lauro.pdf,,,,,
Ricercare,Francesco Canova da Milano,9,5,III,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Ricercare III by Francesco da Milano.pdf,,,,,
Ricercare III,Francesco Canova da Milano,10,7,V,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Ricercare by Francesco da Milano.pdf,,,,,
Robinson's May,Thomas Robinson,4,3,III,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Robinsons May by Thomas Robinson.pdf,,,,,
Romance,Niccolo Paganini,10,5,IX,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Romance in A Minor by Niccolo Paganini.pdf,,,,,
Romance,Anonymous,6,5,IX,Romantic,found,dada_gp,,datasets/DadaGP-v1.1/A/Anonymous/Anonymous - Romance (2).gp3.tokens.txt,datasets/DadaGP-v1.1/A/Anonymous/Anonymous - Romance (2).gp3,,,
Romanza en Imitacion al Violoncello,Agustin Barrios Mangore,8,8,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Romanza En Imitacion Al Violincello by Agustin Barrios Mangore.pdf,,,,,
"Rondeau, Op. 14, No. 5",Mauro Giuliani,3,2,VII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 14 No 5 Rondo in D Major by Mauro Giuliani.pdf,,,,,
Rondo,Napoleon Coste,6,4,VII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Rondo by Napoleon Coste.pdf,,,,,
Rondo in A Minor,Dionisio Aguado,18,7,All,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/rondo-by-dionisio-aguado.pdf,,,,,gaps_v1/musicxml/rondo-by-dionisio-aguado.xml
"Rondo, Op. 241 no. 34",Ferdinando Carulli,5,2,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/carulli-op241-34.pdf,,,,,gaps_v1/musicxml/Andantino in G Major by Ferdinando Carulli.xml
"Rondo, Op. 48",Fernando Sor,10,4,X,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 48 Rondo by Fernando Sor.pdf,,,,,
Rosita,Francisco Tarrega,9,7,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Rosita by Francisco Tarrega.pdf,,,,,
Rosita (Polka),Francisco Tarrega,9,7,X,Romantic,found,dada_gp,,"datasets/DadaGP-v1.1/T/Tarrega, Francisco/Tarrega, Francisco - Rosita.gp3.tokens.txt","datasets/DadaGP-v1.1/T/Tarrega, Francisco/Tarrega, Francisco - Rosita.gp3",,,
"Rosita, Polka",Francisco Tarrega,9,6,XII,Romantic,found,gaps,,,,vV1wc,datasets/gaps_v1/readable_musicxml/Francisco Tarrega - Rosita.xml,
Rujero,Gaspar Sanz,3,1,III,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Rujero by Gaspar Sanz.pdf,,,,,
Rujero,Gaspar Sanz,5,3,IX,Baroque,found,dada_gp,,"datasets/DadaGP-v1.1/S/Sanz, Gaspar/Sanz, Gaspar - Rujero  (from 5 dances).gp3.tokens.txt","datasets/DadaGP-v1.1/S/Sanz, Gaspar/Sanz, Gaspar - Rujero  (from 5 dances).gp3",,,
Rumores de la Caleta,Isaac Albeniz,12,6,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Rumores De La Caleta by Isaac Albeniz.pdf,,,,,
Saltarello,Anonymous,2,1,I,Renaissance,found,dada_gp,,datasets/DadaGP-v1.1/A/Anonymous/Anonymous - Saltarello.gp3.tokens.txt,datasets/DadaGP-v1.1/A/Anonymous/Anonymous - Saltarello.gp3,,,
Sarabande,Anonymous,4,3,III,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Sarabande by Anonymous.pdf,,,,,
Sarabande,George Frideric Handel,6,3,VIII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Sarabande by George Friedrich Handel.pdf,,,,,
Sarabande (from BWV 995),J.S. Bach,6,3,V,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV995 Sarabande by Johann Sebastian Bach.pdf,,,,,
Sarabande (from Great Suite #7 for Harpsichord),George Friedrich Handel,8,5,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Suite In E Minor 4 Sarabande by Georg Friedrich Handel.pdf,,,,,
Sarabande And Variations,George Friedrich Handel,9,4,XII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Sarabande And Variations by Georg Friedrich Handel.pdf,,,,,
Sarabande In E Minor,Lodovico Roncalli,5,3,V,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Sarabande in G by Lodovico Roncalli.pdf,,,,,
"Sarabande, BWV 996",J.S. Bach,11,7,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 996 4 Sarabande by Johann Sebastian Bach.pdf,,,,,
Sargento Cabral (Zamba),Agustin Barrios Mandore,8,6,VII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Sargento Cabral by Agustin Barrios Mangore.pdf,,,,,
Sarita (Mazurka),Agustin Barrios Mandore,8,6,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Sarita (Mazurka) by Agustin Barrios Mangore.pdf,,,,,
Se io m'accorgo ben mio d'un altro amante,Anonymous,4,3,V,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Se Io maccorgo by Anonymous.pdf,,,,,
Serenata Morisca,Agustin Barrios Mangore,10,6,All,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Serenata Morisca by Agustin Barrios Mangore.pdf,,,,,
Sevilla,Isaac Albeniz,14,9,All,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Sevilla by Isaac Albeniz.pdf,,,,,
Sheep May Safely Graze (from Cantata No. 208,J.S. Bach,19,9,All,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV208 Sheep May Safely Graze by Johann Sebastian Bach.pdf,,,,,
"Sicilienne, Op. 124 no. 23",Ferdinando Carulli,8,4,V,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/C/Carulli, Ferdinando/Carulli, Ferdinando - Sicilienne.gp4.tokens.txt","datasets/DadaGP-v1.1/C/Carulli, Ferdinando/Carulli, Ferdinando - Sicilienne.gp4",,,
"Sicilienne, Op. 28 no. 4",Jose Ferrer,6,4,V,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Sicilienne by Jose Ferrer.pdf,,,,,
"Sir John Smith, His Almain",John Dowland,10,7,V,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Sir John Smith-His Almain by John Dowland.pdf,,,,,
"Soldatenmarsh, Op. 68 no. 2",Robert Schumann,3,2,III,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/marcha-militar-opus-68-no-2-by-robert-schumann.pdf,,,,,
Sonata a la Espanola - III,Joaquin Rodrigo,9,4,VIII,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Por Los Campos De Espana No 3 Bajando De La Meseta by Joaquin Rodrigo.pdf,,,,,
Sonata Clasica: I,Manuel M. Ponce,9,5,IX,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Sonata Al Estilo 1 Preludio by Manuel Maria Ponce.pdf,,,,,
Sonata Clasica: II,Manuel M. Ponce,11,6,IX,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Sonata Al Estilo 2 Allemanda by Manuel Maria Ponce.pdf,,,,,
Sonata Clasica: III,Manuel M. Ponce,10,6,VIII,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Sonata Al Estilo 3 Sarabanda by Manuel Maria Ponce.pdf,,,,,
Sonata Clasica: IV,Manuel M. Ponce,11,5,XII,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Sonata Al Estilo 4 gavotte by Manuel Maria Ponce.pdf,,,,,
"Sonata I, BWV 1001: i. Adagio",J.S. Bach,13,8,V,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 1001 Adagio by Johann Sebastian Bach.pdf,,,,,
"Sonata I, BWV 1001: ii.  Fuga",J.S. Bach,14,6,X,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 1001_Sonata No 1 by Johann Sebastian Bach.pdf,,,,,
"Sonata I, BWV 1001: iii. Siciliana",J.S. Bach,12,6,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 1001 Siciliana by Johann Sebastian Bach.pdf,,,,,
"Sonata I, BWV 1001: iv. Presto",J.S. Bach,14,5,VII,Baroque,found,gaps,,,,RM1wc,datasets/gaps_v1/readable_musicxml/Johann Sebastian Bach - BWV 1001.xml,
Sonata II: BWV 1003: i. Grave,J.S. Bach,13,8,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv1003-grave.pdf,,,,,
Sonata II: BWV 1003: iii. Andante,J.S. Bach,9,6,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 1003 Andante by Johann Sebastian Bach.pdf,,,,,
Sonata II: BWV 1003: iv. Allegro,J.S. Bach,14,6,VIII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 1003 Allegro by Johann Sebastian Bach.pdf,,,,,
"Sonata III, BWV 1005: i. Adagio",J.S. Bach,9,5,V,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 1005 Adagio by Johann Sebastian Bach.pdf,,,,,
"Sonata III, BWV 1005: ii. Fuga",J.S. Bach,17,6,XII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv1005-fuga.pdf,,,,,
"Sonata III, BWV 1005: iii. Largo",J.S. Bach,8,4,V,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 1005 Largo by Johann Sebastian Bach.pdf,,,,,
Sonata in A (K. 428),Domenico Scarlatti,9,6,IX,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/sonata-k209-l428-scarlatti.pdf,,,,,
"Sonata in A Major, L 238/ K 208",Domenico Scarlatti,6,3,V,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Sonata L238 by Domenico Scarlatti.pdf,,,,,
"Sonata in A Major, L 483/ K 322",Domenico Scarlatti,10,5,IX,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Sonata K322 by Domenico Scarlatti.pdf,,,,,
Sonata in C,George Friedrich Handel,12,5,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Sonata In Dm by G F Handel.pdf,,,,,
"Sonata in C Major, Op. 15: i. Allegro spiritoso",Mauro Giuliani,8,3,VII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Allegro Spiritoso by Mauro Giuliani.pdf,,,,,
"Sonata in E minor, BWV 1023 - i.",J.S. Bach,14,9,All,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv1023-adagio.pdf,,,,,
"Sonata in E minor, BWV 1023 - ii. Allemande",J.S. Bach,12,8,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv1023-allemande.pdf,,,,,
"Sonata in E minor, BWV 1023 - iii.  Gigue",J.S. Bach,12,7,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv1023-gigue.pdf,,,,,
Sonata in G (K. 431),Domenico Scarlatti,8,4,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/sonata-k431-l83-scarlatti.pdf,,,,,
Sonata L. 483,Domenico Scarlatti,9,5,VIII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Sonata L483 by Domenico Scarlatti.pdf,,,,,
Sonata No. 1,Niccolo Paganini,7,4,VIII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Sonata No_ 01 In A by Nicolo Paganini.pdf,,,,,
Sonata no. 12: i. Minuetto,Niccolo Paganini,7,3,VII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Minuetto in A by Niccolo Paganini.pdf,,,,,
Sonata Romantica: I,Manuel M. Ponce,12,9,VIII,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Sonata Romantica I Allegro Moderato by Manuel Maria Ponce.pdf,,,,,
Sonata Romantica: II,Manuel M. Ponce,8,9,IX,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Sonata Romantica II Andante Espressivo by Manuel Maria Ponce.pdf,,,,,
Sonata Romantica: III,Manuel M. Ponce,10,6,IX,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Sonata Romantica III Moment Musical Vivo by Manuel Maria Ponce.pdf,,,,,
Sonata Romantica: IV,Manuel M. Ponce,11,8,XII,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Sonata Romantica IV Allegro Non Troppo E Serioso by Manuel Maria Ponce.pdf,,,,,
Sonata: Allemande,Silvius Leopold Weiss,10,5,IX,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/weiss-sonata-34-allemande.pdf,,,,,
Sonata: Minuet I and II,Silvius Leopold Weiss,4,3,V,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Sonata In Bb 1 Fantasia by Silvius Leopold Weiss.pdf,,,,,
Sonate L. 483,Domenico Scarlatti,10,5,IX,Baroque,found,dada_gp,,datasets/DadaGP-v1.1/S/Scarlatti/Scarlatti - Sonate en rC m L.366_K1.gp3.tokens.txt,datasets/DadaGP-v1.1/S/Scarlatti/Scarlatti - Sonate en rC m L.366_K1.gp3,,,
"Sonatine, Op. 71: Allegretto",Mauro Giuliani,4,2,IV,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 71 (Sonatine) 1st Movement by Mauro Giuliani.pdf,,,,,
Soneto,Enriquez de Valderrabano,5,4,III,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Soneto No 9 by Enriquez Valderrabano.pdf,,,,,
"Stuckchen, Op. 68 no. 5",Robert Schumann,4,3,V,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 68 No 5 Little Piece (Stuckchen) by Robert Schumann.pdf,,,,,
"Studio in Si Minore, Op. 35 no. 22",Fernando Sor,4,3,V,Classical,found,gaps,,,,Z41wc,datasets/gaps_v1/readable_musicxml/Fernando Sor - Opus 35 No 22 in B Minor.xml,gaps_v1/musicxml/Opus 35 No 17 in D by Fernando Sor.xml
Study,Dionisio Aguado,1,1,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Study in G by Dionisio Aguado.pdf,,,,,
Study,Dionisio Aguado,3,3,II,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/A/Aguado, Dionso/Aguado, Dionso - Estudio.gp3.tokens.txt","datasets/DadaGP-v1.1/A/Aguado, Dionso/Aguado, Dionso - Estudio.gp3",,,
Study,Dionisio Aguado,5,2,II,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/A/Aguado, Dionso/Aguado, Dionso - Study in A minor.gp3.tokens.txt","datasets/DadaGP-v1.1/A/Aguado, Dionso/Aguado, Dionso - Study in A minor.gp3",,,
"Study (Allegretto, Pg. 114)",Mauro Giuliani,1,1,III,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 139 No 11 Allegretto by Mauro Giuliani.pdf,,,,,
"Study (Allegretto, Pg. 117, bottom)",Mauro Giuliani,1,1,I,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 30 No 12 Allegretto by Mauro Giuliani.pdf,,,,,
"Study (Allegretto, pg. 118, top)",Mauro Giuliani,1,1,III,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 30 No 14 Allegretto by Mauro Giuliani.pdf,,,,,
"Study (Andantino, Pg. 113)",Mauro Giuliani,1,1,I,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 30 No 14 Andantino by Mauro Giuliani.pdf,,,,,
Study in A,Napoleon Coste,11,6,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Study in C by Napoleon Coste.pdf,,,,,
"Study in A, Op. 44 no. 20",Fernando Sor,5,3,V,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 44 No 20 by Fernando Sor.pdf,,,,,
"Study in B Minor, Op. 31 No. 18",Fernando Sor,6,3,VII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 31 No 18 by Fernando Sor.pdf,,,,,
Study in E minor,Francisco Tarrega,1,1,I,Traditional,found,pdf,pdf-20260524T103936Z-3-001/pdf/Study in C by Francisco Tarrega.pdf,,,,,
Study in E minor,Francisco Tarrega,5,4,V,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/tarrega-estudio-a.pdf,,,,,
Study in E Minor,Napoleon Coste,4,2,V,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Study in G Major by Napoleon Coste.pdf,,,,,
"Study in E Minor, Op. 35 no. 18",Fernando Sor,4,2,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 35 No 18 by Fernando Sor.pdf,,,,,gaps_v1/musicxml/Opus 35 No 17 in D by Fernando Sor.xml
"Study in E minor, Op. 48 no. 5",Mauro Giuliani,3,3,XII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 48 no5 (Estudio in E Minor) by Mauro Giuliani.pdf,,,,,
