Target,Candidate,Source,Reason,Path
Fernando Sor - Estudio 10,"S/Sor, Fernando/Sor, Fernando - Estudio No. 10.gp4.tokens.txt",DadaGP,Num:{'10'},"S/Sor, Fernando/Sor, Fernando - Estudio No. 10.gp4.tokens.txt"
Fernando Sor - Estudio 10,"S/Sor, Fernando/Sor, Fernando - Estudio No. 18.gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. 18.gp4.tokens.txt"
Fernando Sor - Estudio 10,"S/Sor, Fernando/Sor, Fernando - Estudio No. 3.gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. 3.gp4.tokens.txt"
Fernando Sor - Estudio 10,"S/Sor, Fernando/Sor, Fernando - Estudio No. III.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. III.gp3.tokens.txt"
Fernando Sor - Estudio 10,"S/Sor, Fernando/Sor, Fernando - Estudio No. IV.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. IV.gp3.tokens.txt"
Fernando Sor - Estudio 10,"S/Sor, Fernando/Sor, Fernando - Estudio No. V.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. V.gp3.tokens.txt"
Fernando Sor - Estudio 10,"S/Sor, Fernando/Sor, Fernando - Estudio em Si menor.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio em Si menor.gp3.tokens.txt"
Fernando Sor - Estudio 10,"S/Sor, Fernando/Sor, Fernando - Estudio nss 12 en Sol M.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio nss 12 en Sol M.gp3.tokens.txt"
Fernando Sor - Estudio 11,"S/Sor, Fernando/Sor, Fernando - Estudio 1.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 1.gp3.tokens.txt"
Fernando Sor - Estudio 11,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp3.tokens.txt"
Fernando Sor - Estudio 11,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp4.tokens.txt"
Fernando Sor - Estudio 11,"S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt"
Fernando Sor - Estudio 11,"S/Sor, Fernando/Sor, Fernando - Estudio No. 10.gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. 10.gp4.tokens.txt"
Fernando Sor - Estudio 11,"S/Sor, Fernando/Sor, Fernando - Estudio No. 18.gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. 18.gp4.tokens.txt"
Fernando Sor - Estudio 11,"S/Sor, Fernando/Sor, Fernando - Estudio No. 3.gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. 3.gp4.tokens.txt"
Fernando Sor - Estudio 11,"S/Sor, Fernando/Sor, Fernando - Estudio No. III.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. III.gp3.tokens.txt"
Fernando Sor - Estudio 11,"S/Sor, Fernando/Sor, Fernando - Estudio No. IV.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. IV.gp3.tokens.txt"
Fernando Sor - Estudio 11,"S/Sor, Fernando/Sor, Fernando - Estudio No. V.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. V.gp3.tokens.txt"
Fernando Sor - Estudio 11,"S/Sor, Fernando/Sor, Fernando - Estudio em Si menor.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio em Si menor.gp3.tokens.txt"
Fernando Sor - Estudio 11,"S/Sor, Fernando/Sor, Fernando - Estudio nss 12 en Sol M.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio nss 12 en Sol M.gp3.tokens.txt"
Fernando Sor - Estudio 12,"S/Sor, Fernando/Sor, Fernando - Estudio 1.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 1.gp3.tokens.txt"
Fernando Sor - Estudio 12,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp3.tokens.txt"
Fernando Sor - Estudio 12,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp4.tokens.txt"
Fernando Sor - Estudio 12,"S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt"
Fernando Sor - Estudio 12,"S/Sor, Fernando/Sor, Fernando - Estudio No. 10.gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. 10.gp4.tokens.txt"
Fernando Sor - Estudio 12,"S/Sor, Fernando/Sor, Fernando - Estudio No. 18.gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. 18.gp4.tokens.txt"
Fernando Sor - Estudio 12,"S/Sor, Fernando/Sor, Fernando - Estudio No. 3.gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. 3.gp4.tokens.txt"
Fernando Sor - Estudio 12,"S/Sor, Fernando/Sor, Fernando - Estudio No. III.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. III.gp3.tokens.txt"
Fernando Sor - Estudio 12,"S/Sor, Fernando/Sor, Fernando - Estudio No. IV.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. IV.gp3.tokens.txt"
Fernando Sor - Estudio 12,"S/Sor, Fernando/Sor, Fernando - Estudio No. V.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. V.gp3.tokens.txt"
Fernando Sor - Estudio 12,"S/Sor, Fernando/Sor, Fernando - Estudio em Si menor.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio em Si menor.gp3.tokens.txt"
Fernando Sor - Estudio 12,"S/Sor, Fernando/Sor, Fernando - Estudio nss 12 en Sol M.gp3.tokens.txt",DadaGP,Num:{'12'},"S/Sor, Fernando/Sor, Fernando - Estudio nss 12 en Sol M.gp3.tokens.txt"
Fernando Sor - Estudio 13,"S/Sor, Fernando/Sor, Fernando - Estudio 1.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 1.gp3.tokens.txt"
Fernando Sor - Estudio 13,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp3.tokens.txt"
Fernando Sor - Estudio 13,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp4.tokens.txt"
Fernando Sor - Estudio 13,"S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt"
Fernando Sor - Estudio 13,"S/Sor, Fernando/Sor, Fernando - Estudio No. 10.gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. 10.gp4.tokens.txt"
Fernando Sor - Estudio 13,"S/Sor, Fernando/Sor, Fernando - Estudio No. 18.gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. 18.gp4.tokens.txt"
Fernando Sor - Estudio 13,"S/Sor, Fernando/Sor, Fernando - Estudio No. 3.gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. 3.gp4.tokens.txt"
Fernando Sor - Estudio 13,"S/Sor, Fernando/Sor, Fernando - Estudio No. III.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. III.gp3.tokens.txt"
Fernando Sor - Estudio 13,"S/Sor, Fernando/Sor, Fernando - Estudio No. IV.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. IV.gp3.tokens.txt"
Fernando Sor - Estudio 13,"S/Sor, Fernando/Sor, Fernando - Estudio No. V.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. V.gp3.tokens.txt"
Fernando Sor - Estudio 13,"S/Sor, Fernando/Sor, Fernando - Estudio em Si menor.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio em Si menor.gp3.tokens.txt"
Fernando Sor - Estudio 13,"S/Sor, Fernando/Sor, Fernando - Estudio nss 12 en Sol M.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio nss 12 en Sol M.gp3.tokens.txt"
Fernando Sor - Estudio 13,"S/Sor, Fernando/Sor, Fernando - Etude No. 13.gp4.tokens.txt",DadaGP,Num:{'13'},"S/Sor, Fernando/Sor, Fernando - Etude No. 13.gp4.tokens.txt"
Fernando Sor - Estudio 14,"S/Sor, Fernando/Sor, Fernando - Estudio 1.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 1.gp3.tokens.txt"
Fernando Sor - Estudio 14,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp3.tokens.txt"
Fernando Sor - Estudio 14,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp4.tokens.txt"
Fernando Sor - Estudio 14,"S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt"
Fernando Sor - Estudio 14,"S/Sor, Fernando/Sor, Fernando - Estudio No. 10.gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. 10.gp4.tokens.txt"
Fernando Sor - Estudio 14,"S/Sor, Fernando/Sor, Fernando - Estudio No. 18.gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. 18.gp4.tokens.txt"
Fernando Sor - Estudio 14,"S/Sor, Fernando/Sor, Fernando - Estudio No. 3.gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. 3.gp4.tokens.txt"
Fernando Sor - Estudio 14,"S/Sor, Fernando/Sor, Fernando - Estudio No. III.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. III.gp3.tokens.txt"
Fernando Sor - Estudio 14,"S/Sor, Fernando/Sor, Fernando - Estudio No. IV.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. IV.gp3.tokens.txt"
Fernando Sor - Estudio 14,"S/Sor, Fernando/Sor, Fernando - Estudio No. V.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. V.gp3.tokens.txt"
Fernando Sor - Estudio 14,"S/Sor, Fernando/Sor, Fernando - Estudio em Si menor.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio em Si menor.gp3.tokens.txt"
Fernando Sor - Estudio 14,"S/Sor, Fernando/Sor, Fernando - Estudio nss 12 en Sol M.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio nss 12 en Sol M.gp3.tokens.txt"
Fernando Sor - Estudio 15,"S/Sor, Fernando/Sor, Fernando - Estudio 1.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 1.gp3.tokens.txt"
Fernando Sor - Estudio 15,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp3.tokens.txt"
Fernando Sor - Estudio 15,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp4.tokens.txt"
Fernando Sor - Estudio 15,"S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt"
Fernando Sor - Estudio 15,"S/Sor, Fernando/Sor, Fernando - Estudio No. 10.gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. 10.gp4.tokens.txt"
Fernando Sor - Estudio 15,"S/Sor, Fernando/Sor, Fernando - Estudio No. 18.gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. 18.gp4.tokens.txt"
Fernando Sor - Estudio 15,"S/Sor, Fernando/Sor, Fernando - Estudio No. 3.gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. 3.gp4.tokens.txt"
Fernando Sor - Estudio 15,"S/Sor, Fernando/Sor, Fernando - Estudio No. III.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. III.gp3.tokens.txt"
Fernando Sor - Estudio 15,"S/Sor, Fernando/Sor, Fernando - Estudio No. IV.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. IV.gp3.tokens.txt"
Fernando Sor - Estudio 15,"S/Sor, Fernando/Sor, Fernando - Estudio No. V.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. V.gp3.tokens.txt"
Fernando Sor - Estudio 15,"S/Sor, Fernando/Sor, Fernando - Estudio em Si menor.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio em Si menor.gp3.tokens.txt"
Fernando Sor - Estudio 15,"S/Sor, Fernando/Sor, Fernando - Estudio nss 12 en Sol M.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio nss 12 en Sol M.gp3.tokens.txt"
Fernando Sor - Estudio 16,"S/Sor, Fernando/Sor, Fernando - Estudio 1.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 1.gp3.tokens.txt"
Fernando Sor - Estudio 16,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp3.tokens.txt"
Fernando Sor - Estudio 16,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp4.tokens.txt"
Fernando Sor - Estudio 16,"S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt"
Fernando Sor - Estudio 16,"S/Sor, Fernando/Sor, Fernando - Estudio No. 10.gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. 10.gp4.tokens.txt"
Fernando Sor - Estudio 16,"S/Sor, Fernando/Sor, Fernando - Estudio No. 18.gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. 18.gp4.tokens.txt"
Fernando Sor - Estudio 16,"S/Sor, Fernando/Sor, Fernando - Estudio No. 3.gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. 3.gp4.tokens.txt"
Fernando Sor - Estudio 16,"S/Sor, Fernando/Sor, Fernando - Estudio No. III.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. III.gp3.tokens.txt"
Fernando Sor - Estudio 16,"S/Sor, Fernando/Sor, Fernando - Estudio No. IV.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. IV.gp3.tokens.txt"
Fernando Sor - Estudio 16,"S/Sor, Fernando/Sor, Fernando - Estudio No. V.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. V.gp3.tokens.txt"
Fernando Sor - Estudio 16,"S/Sor, Fernando/Sor, Fernando - Estudio em Si menor.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio em Si menor.gp3.tokens.txt"
Fernando Sor - Estudio 16,"S/Sor, Fernando/Sor, Fernando - Estudio nss 12 en Sol M.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio nss 12 en Sol M.gp3.tokens.txt"
Fernando Sor - Estudio 16,"S/Sor, Fernando/Sor, Fernando - Study No. 16.gp4.tokens.txt",DadaGP,Num:{'16'},"S/Sor, Fernando/Sor, Fernando - Study No. 16.gp4.tokens.txt"
Fernando Sor - Estudio 17,"S/Sor, Fernando/Sor, Fernando - Estudio 1.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 1.gp3.tokens.txt"
Fernando Sor - Estudio 17,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp3.tokens.txt"
Fernando Sor - Estudio 17,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp4.tokens.txt"
Fernando Sor - Estudio 17,"S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt"
Fernando Sor - Estudio 17,"S/Sor, Fernando/Sor, Fernando - Estudio No. 10.gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. 10.gp4.tokens.txt"
Fernando Sor - Estudio 17,"S/Sor, Fernando/Sor, Fernando - Estudio No. 18.gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. 18.gp4.tokens.txt"
Fernando Sor - Estudio 17,"S/Sor, Fernando/Sor, Fernando - Estudio No. 3.gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. 3.gp4.tokens.txt"
Fernando Sor - Estudio 17,"S/Sor, Fernando/Sor, Fernando - Estudio No. III.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. III.gp3.tokens.txt"
Fernando Sor - Estudio 17,"S/Sor, Fernando/Sor, Fernando - Estudio No. IV.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. IV.gp3.tokens.txt"
Fernando Sor - Estudio 17,"S/Sor, Fernando/Sor, Fernando - Estudio No. V.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. V.gp3.tokens.txt"
Fernando Sor - Estudio 17,"S/Sor, Fernando/Sor, Fernando - Estudio em Si menor.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio em Si menor.gp3.tokens.txt"
Fernando Sor - Estudio 17,"S/Sor, Fernando/Sor, Fernando - Estudio nss 12 en Sol M.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio nss 12 en Sol M.gp3.tokens.txt"
Fernando Sor - Estudio 18,"S/Sor, Fernando/Sor, Fernando - Estudio 1.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 1.gp3.tokens.txt"
Fernando Sor - Estudio 18,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp3.tokens.txt"
Fernando Sor - Estudio 18,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp4.tokens.txt"
Fernando Sor - Estudio 18,"S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt"
Fernando Sor - Estudio 18,"S/Sor, Fernando/Sor, Fernando - Estudio No. 10.gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. 10.gp4.tokens.txt"
Fernando Sor - Estudio 18,"S/Sor, Fernando/Sor, Fernando - Estudio No. 18.gp4.tokens.txt",DadaGP,Num:{'18'},"S/Sor, Fernando/Sor, Fernando - Estudio No. 18.gp4.tokens.txt"
Fernando Sor - Estudio 18,"S/Sor, Fernando/Sor, Fernando - Estudio No. 3.gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. 3.gp4.tokens.txt"
Fernando Sor - Estudio 18,"S/Sor, Fernando/Sor, Fernando - Estudio No. III.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. III.gp3.tokens.txt"
Fernando Sor - Estudio 18,"S/Sor, Fernando/Sor, Fernando - Estudio No. IV.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. IV.gp3.tokens.txt"
Fernando Sor - Estudio 18,"S/Sor, Fernando/Sor, Fernando - Estudio No. V.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. V.gp3.tokens.txt"
Fernando Sor - Estudio 18,"S/Sor, Fernando/Sor, Fernando - Estudio em Si menor.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio em Si menor.gp3.tokens.txt"
Fernando Sor - Estudio 18,"S/Sor, Fernando/Sor, Fernando - Estudio nss 12 en Sol M.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio nss 12 en Sol M.gp3.tokens.txt"
Fernando Sor - Estudio 19,"S/Sor, Fernando/Sor, Fernando - Estudio 1.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 1.gp3.tokens.txt"
Fernando Sor - Estudio 19,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp3.tokens.txt"
Fernando Sor - Estudio 19,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp4.tokens.txt"
Fernando Sor - Estudio 19,"S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt"
Fernando Sor - Estudio 19,"S/Sor, Fernando/Sor, Fernando - Estudio No. 10.gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. 10.gp4.tokens.txt"
Fernando Sor - Estudio 19,"S/Sor, Fernando/Sor, Fernando - Estudio No. 18.gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. 18.gp4.tokens.txt"
Fernando Sor - Estudio 19,"S/Sor, Fernando/Sor, Fernando - Estudio No. 3.gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. 3.gp4.tokens.txt"
Fernando Sor - Estudio 19,"S/Sor, Fernando/Sor, Fernando - Estudio No. III.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. III.gp3.tokens.txt"
Fernando Sor - Estudio 19,"S/Sor, Fernando/Sor, Fernando - Estudio No. IV.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. IV.gp3.tokens.txt"
Fernando Sor - Estudio 19,"S/Sor, Fernando/Sor, Fernando - Estudio No. V.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. V.gp3.tokens.txt"
Fernando Sor - Estudio 19,"S/Sor, Fernando/Sor, Fernando - Estudio em Si menor.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio em Si menor.gp3.tokens.txt"
Fernando Sor - Estudio 19,"S/Sor, Fernando/Sor, Fernando - Estudio nss 12 en Sol M.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio nss 12 en Sol M.gp3.tokens.txt"
Fernando Sor - Estudio 19,"S/Sor, Fernando/Sor, Fernando - Study No. 19.gp4.tokens.txt",DadaGP,Num:{'19'},"S/Sor, Fernando/Sor, Fernando - Study No. 19.gp4.tokens.txt"
Fernando Sor - Estudio 2,"S/Sor, Fernando/Sor, Fernando - Estudio 1.gp3.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio 1.gp3.tokens.txt"
Fernando Sor - Estudio 2,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp3.tokens.txt",DadaGP,Num:{'2'},"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp3.tokens.txt"
Fernando Sor - Estudio 2,"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp4.tokens.txt",DadaGP,Num:{'2'},"S/Sor, Fernando/Sor, Fernando - Estudio 2.gp4.tokens.txt"
Fernando Sor - Estudio 2,"S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt",DadaGP,Num:{'2'},"S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt"
Fernando Sor - Estudio 2,"S/Sor, Fernando/Sor, Fernando - Estudio No. 10.gp4.tokens.txt",DadaGP,Words:1/2,"S/Sor, Fernando/Sor, Fernando - Estudio No. 10.gp4.tokens.txt"
